minute,team,stand_heim,stand_gast,spieler,ereignis
0.8166666666666667,Gast,0.0,1.0,"Behrens, Malte",Tor
1.4833333333333334,Heim,1.0,1.0,"Gottsknecht, Nico",Tor
4.633333333333333,Gast,1.0,2.0,"Schreiner, Jannik",7m-Tor
5.333333333333333,Heim,2.0,2.0,"Büüs, Gerrit",Tor
5.616666666666667,Heim,3.0,2.0,"Kamradt, Tim",Tor
7.083333333333333,Gast,3.0,3.0,"Binner, Justin",Tor
8.316666666666666,Heim,4.0,3.0,"Gottsknecht, Nico",Tor
9.416666666666666,Gast,4.0,4.0,"Vahldiek, Jan-Hendrik",Tor
10.183333333333334,Heim,5.0,4.0,"Waschke, Marcel",7m-Tor
10.916666666666666,Heim,6.0,4.0,"Waschke, Marcel",Tor
11.5,Heim,7.0,4.0,"Kamradt, Tim",Tor
12.883333333333333,Gast,7.0,5.0,"Schreiner, Jannik",7m-Tor
18.316666666666666,Heim,8.0,5.0,"Waschke, Marcel",Tor
18.833333333333332,Gast,8.0,6.0,"Gerloff, Gerrit",Tor
21.5,Gast,8.0,7.0,"Vahldiek, Jan-Hendrik",7m-Tor
22.216666666666665,Heim,9.0,7.0,"Waschke, Marcel",Tor
22.9,Gast,9.0,8.0,"Vahldiek, Jan-Hendrik",Tor
25.25,Heim,10.0,8.0,"Reuter, Sören",Tor
25.583333333333332,Gast,10.0,9.0,"Schreiner, Jannik",Tor
26.05,Gast,10.0,10.0,"Vahldiek, Jan-Hendrik",Tor
26.683333333333334,Heim,11.0,10.0,"Winkler, Kevin",Tor
27.833333333333332,Heim,12.0,10.0,"Zellmann, Niklas",Tor
28.6,Gast,12.0,11.0,"Schreiner, Jannik",7m-Tor
30.566666666666666,Heim,13.0,11.0,"Alcape Meyer, Afonso",Tor
33.95,Gast,13.0,12.0,"Nabel, Philipp",Tor
36.35,Gast,13.0,13.0,"Vahldiek, Jan-Hendrik",Tor
36.96666666666667,Heim,14.0,13.0,"Alcape Meyer, Afonso",Tor
37.916666666666664,Heim,15.0,13.0,"Reuter, Sören",Tor
38.06666666666667,Gast,15.0,14.0,"Schreiner, Jannik",Tor
38.733333333333334,Heim,16.0,14.0,"Kamradt, Tim",Tor
39.31666666666667,Gast,16.0,15.0,"Binner, Justin",Tor
40.983333333333334,Heim,17.0,15.0,"Zellmann, Niklas",Tor
42.2,Heim,18.0,15.0,"Rudnik, Maximilian",Tor
43.516666666666666,Heim,19.0,15.0,"Rudnik, Maximilian",Tor
44.266666666666666,Heim,20.0,15.0,"Gottsknecht, Nico",Tor
45.666666666666664,Heim,21.0,15.0,"Büüs, Gerrit",Tor
46.68333333333333,Heim,22.0,15.0,"Rudnik, Maximilian",Tor
47.766666666666666,Heim,23.0,15.0,"Waschke, Marcel",7m-Tor
51.2,Heim,24.0,15.0,"Gottsknecht, Nico",Tor
52.18333333333333,Heim,25.0,15.0,"Büüs, Gerrit",Tor
52.95,Gast,25.0,16.0,"Vahldiek, Kai",Tor
53.63333333333333,Heim,26.0,16.0,"Büüs, Gerrit",Tor
54.43333333333333,Heim,27.0,16.0,"Gottsknecht, Nico",Tor
55.28333333333333,Gast,27.0,17.0,"Schreiner, Jannik",7m-Tor
56.95,Heim,28.0,17.0,"Reuter, Sören",Tor
57.666666666666664,Gast,28.0,18.0,"Nabel, Philipp",Tor
58.85,Heim,29.0,18.0,"Gottsknecht, Nico",Tor
60.0,Gast,29.0,19.0,"Behrens, Malte",Tor
