minute,team,stand_heim,stand_gast,spieler,ereignis
0.8666666666666667,Heim,1.0,0.0,"Albrecht, Lars",Tor
2.4833333333333334,Heim,2.0,0.0,"Behrens, Malte",Tor
4.033333333333333,Heim,3.0,0.0,"Vahldiek, Jan-Hendrik",Tor
4.183333333333334,Gast,3.0,1.0,"Lange, Erik",Tor
6.45,Gast,3.0,2.0,"Menssen, Keno",Tor
7.166666666666667,Heim,4.0,2.0,"Vahldiek, Jan-Hendrik",Tor
9.05,Heim,5.0,2.0,"Behrens, Malte",Tor
11.35,Heim,6.0,2.0,"Gerloff, Gerrit",Tor
11.9,Gast,6.0,3.0,"Lange, Erik",Tor
12.716666666666667,Gast,6.0,4.0,"Lange, Erik",Tor
13.333333333333334,Heim,7.0,4.0,"Nabel, Philipp",Tor
13.816666666666666,Gast,7.0,5.0,"Georgiev, Zwetan",Tor
14.833333333333334,Heim,8.0,5.0,"Rösner, Niels",Tor
15.666666666666666,Heim,9.0,5.0,"Schreiner, Jannik",Tor
16.233333333333334,Heim,10.0,5.0,"Schreiner, Jannik",Tor
16.866666666666667,Gast,10.0,6.0,"Georgiev, Zwetan",Tor
17.766666666666666,Gast,10.0,7.0,"Lange, Erik",Tor
20.4,Heim,11.0,7.0,"Vahldiek, Jan-Hendrik",7m-Tor
20.95,Gast,11.0,8.0,"Kristandt, André",Tor
21.1,Heim,12.0,8.0,"Schreiner, Jannik",Tor
22.05,Gast,12.0,9.0,"Lange, Erik",Tor
22.283333333333335,Heim,13.0,9.0,"Schreiner, Jannik",Tor
24.05,Heim,14.0,9.0,"Vahldiek, Jan-Hendrik",Tor
24.65,Gast,14.0,10.0,"Mill, Julius",Tor
26.816666666666666,Gast,14.0,11.0,"Lamken, Felix",Tor
27.4,Heim,15.0,11.0,"Behrens, Malte",Tor
28.583333333333332,Heim,16.0,11.0,"Schreiner, Jannik",Tor
34.68333333333333,Heim,17.0,11.0,"Gerloff, Gerrit",Tor
36.45,Gast,17.0,12.0,"Lange, Erik",Tor
36.916666666666664,Heim,18.0,12.0,"Schreiner, Jannik",Tor
38.35,Heim,19.0,12.0,"Binner, Justin",Tor
40.266666666666666,Heim,20.0,12.0,"Schreiner, Jannik",Tor
40.85,Gast,20.0,13.0,"Luettmann, Kilian",Tor
41.96666666666667,Heim,21.0,13.0,"Nabel, Philipp",Tor
43.483333333333334,Gast,21.0,14.0,"Georgiev, Zwetan",Tor
44.43333333333333,Gast,21.0,15.0,"Luettmann, Kilian",Tor
45.583333333333336,Heim,22.0,15.0,"Vahldiek, Jan-Hendrik",Tor
47.15,Gast,22.0,16.0,"Lange, Erik",Tor
48.016666666666666,Heim,23.0,16.0,"Nabel, Philipp",Tor
48.516666666666666,Gast,23.0,17.0,"Menssen, Keno",Tor
48.7,Heim,24.0,17.0,"Vahldiek, Jan-Hendrik",Tor
49.1,Heim,25.0,17.0,"Vahldiek, Jan-Hendrik",Tor
52.53333333333333,Gast,25.0,18.0,"Kaiser, Jan",Tor
53.2,Gast,25.0,19.0,"Lange, Jonas",Tor
54.25,Gast,25.0,20.0,"Lange, Erik",Tor
58.75,Heim,26.0,20.0,"Gerloff, Gerrit",Tor
59.016666666666666,Heim,27.0,20.0,"Vahldiek, Jan-Hendrik",Tor
