minute,team,stand_heim,stand_gast,spieler,ereignis
1.7166666666666668,Heim,1.0,0.0,"Erxleben, Lars",Tor
2.216666666666667,Gast,1.0,1.0,"Strub, Georg",Tor
3.5833333333333335,Heim,2.0,1.0,"Bremer, Gerrit",Tor
4.983333333333333,Heim,3.0,1.0,"Conrad, Til",7m-Tor
5.366666666666666,Gast,3.0,2.0,"Gottsknecht, Nico",Tor
5.55,Heim,4.0,2.0,"Gronotte, Peter",Tor
7.15,Gast,4.0,3.0,"Hansen, Lars",Tor
7.7,Heim,5.0,3.0,"Bremer, Gerrit",Tor
7.966666666666667,Heim,6.0,3.0,"Gronotte, Peter",Tor
8.45,Heim,7.0,3.0,"Kobbe, Felix",Tor
8.883333333333333,Gast,7.0,4.0,"Büüs, Gerrit",Tor
9.3,Gast,7.0,5.0,"Reuter, Sören",Tor
10.133333333333333,Gast,7.0,6.0,"Kamradt, Tim",Tor
11.683333333333334,Gast,7.0,7.0,"Strub, Georg",Tor
11.916666666666666,Gast,7.0,8.0,"Reuter, Sören",Tor
13.966666666666667,Gast,7.0,9.0,"Gottsknecht, Nico",Tor
14.416666666666666,Gast,7.0,10.0,"Büüs, Gerrit",Tor
15.35,Heim,8.0,10.0,"Kowollik, Lennart",Tor
15.35,Gast,8.0,11.0,"Gottsknecht, Nico",Tor
16.233333333333334,Heim,9.0,11.0,"Häberle, Joschua",Tor
17.033333333333335,Gast,9.0,12.0,"Reuter, Sören",Tor
17.7,Heim,10.0,12.0,"Timme, Jasper",Tor
18.4,Gast,10.0,13.0,"Hansen, Lars",Tor
19.933333333333334,Heim,11.0,13.0,"Gronotte, Peter",Tor
22.85,Gast,11.0,14.0,"Alcape Meyer, Afonso",Tor
23.683333333333334,Heim,12.0,14.0,"Gronotte, Peter",Tor
24.716666666666665,Gast,12.0,15.0,"Winkler, Kevin",Tor
25.0,Heim,13.0,15.0,"Conrad, Til",7m-Tor
25.35,Gast,13.0,16.0,"Zellmann, Niklas",Tor
26.816666666666666,Heim,14.0,16.0,"Timme, Jasper",Tor
27.316666666666666,Gast,14.0,17.0,"Kamradt, Tim",Tor
27.933333333333334,Heim,15.0,17.0,"Rutz, Malte",Tor
29.233333333333334,Heim,16.0,17.0,"Conrad, Til",7m-Tor
29.65,Gast,16.0,18.0,"Alcape Meyer, Afonso",Tor
29.9,Heim,17.0,18.0,"Gronotte, Peter",Tor
31.566666666666666,Gast,17.0,19.0,"Strub, Georg",Tor
32.18333333333333,Gast,17.0,20.0,"Büüs, Gerrit",Tor
32.93333333333333,Heim,18.0,20.0,"Rutz, Malte",Tor
33.13333333333333,Gast,18.0,21.0,"Strub, Georg",Tor
33.55,Heim,19.0,21.0,"Erxleben, Lars",Tor
34.28333333333333,Gast,19.0,22.0,"Zellmann, Niklas",7m-Tor
35.833333333333336,Gast,19.0,23.0,"Strub, Georg",Tor
37.68333333333333,Gast,19.0,24.0,"Büüs, Gerrit",Tor
37.96666666666667,Gast,19.0,25.0,"Zellmann, Niklas",Tor
39.416666666666664,Heim,20.0,25.0,"Timme, Jasper",Tor
40.233333333333334,Gast,20.0,26.0,"Kamradt, Tim",Tor
40.78333333333333,Heim,21.0,26.0,"Bremer, Gerrit",Tor
41.61666666666667,Gast,21.0,27.0,"Zellmann, Niklas",7m-Tor
42.11666666666667,Gast,21.0,28.0,"Zellmann, Niklas",Tor
43.766666666666666,Gast,21.0,29.0,"Gottsknecht, Nico",Tor
44.833333333333336,Gast,21.0,30.0,"Zellmann, Niklas",Tor
45.18333333333333,Heim,22.0,30.0,"Laube, Mirko",Tor
45.31666666666667,Gast,22.0,31.0,"Gottsknecht, Nico",Tor
45.56666666666667,Heim,23.0,31.0,"Timme, Jasper",Tor
46.666666666666664,Heim,24.0,31.0,"Erxleben, Lars",Tor
47.166666666666664,Heim,25.0,31.0,"Erxleben, Lars",Tor
48.1,Heim,26.0,31.0,"Timme, Jasper",Tor
48.75,Heim,27.0,31.0,"Bremer, Gerrit",Tor
48.88333333333333,Gast,27.0,32.0,"Zellmann, Niklas",7m-Tor
49.2,Heim,28.0,32.0,"Erxleben, Lars",Tor
51.63333333333333,Gast,28.0,33.0,"Zellmann, Niklas",Tor
53.083333333333336,Gast,28.0,34.0,"Zellmann, Niklas",7m-Tor
54.05,Gast,28.0,35.0,"Reuter, Sören",Tor
54.43333333333333,Heim,29.0,35.0,"Laube, Mirko",7m-Tor
55.18333333333333,Heim,30.0,35.0,"Kolditz, Max-Richard",Tor
58.03333333333333,Gast,30.0,36.0,"Winkler, Kevin",Tor
58.266666666666666,Heim,31.0,36.0,"Erxleben, Lars",Tor
58.78333333333333,Gast,31.0,37.0,"Zellmann, Niklas",Tor
59.03333333333333,Heim,32.0,37.0,"Timme, Jasper",Tor
59.7,Gast,32.0,38.0,"Rudnik, Maximilian",Tor
