minute,team,stand_heim,stand_gast,spieler,ereignis
0.55,Gast,0.0,1.0,"Bremer, Gerrit",Tor
1.0333333333333334,Heim,1.0,1.0,"Wietfeld, Jonas Kay",Tor
3.066666666666667,Gast,1.0,2.0,"Kobbe, Felix",Tor
3.6,Heim,2.0,2.0,"Rauls, Lennart",Tor
3.8666666666666667,Gast,2.0,3.0,"Kobbe, Felix",Tor
4.533333333333333,Gast,2.0,4.0,"Kobbe, Felix",Tor
5.1,Heim,3.0,4.0,"Rauls, Lennart",Tor
5.183333333333334,Gast,3.0,5.0,"Kobbe, Felix",Tor
6.3,Heim,4.0,5.0,"Planitz, Lasse",Tor
6.616666666666667,Gast,4.0,6.0,"Conrad, Til",Tor
7.116666666666666,Heim,5.0,6.0,"Planitz, Lasse",Tor
7.633333333333333,Gast,5.0,7.0,"Timme, Jasper",Tor
7.816666666666666,Heim,6.0,7.0,"Wietfeld, Jonas",Tor
8.083333333333334,Gast,6.0,8.0,"Timme, Jasper",Tor
9.3,Heim,7.0,8.0,"Benefeldt, Niklas",Tor
10.066666666666666,Gast,7.0,9.0,"Conrad, Til",7m-Tor
10.516666666666667,Heim,8.0,9.0,"Wietfeld, Jonas",Tor
13.216666666666667,Heim,9.0,10.0,"Planitz, Lasse",Tor
13.216666666666667,Heim,10.0,10.0,"Planitz, Lasse",Tor
13.216666666666667,Gast,8.0,10.0,"Huhnoldt, Hauke",7m-Tor
13.216666666666667,Gast,10.0,11.0,"Huhnoldt, Hauke",7m-Tor
15.933333333333334,Gast,10.0,12.0,"Conrad, Til Kay",Tor
16.033333333333335,Heim,11.0,12.0,"Krause, Hannes",Tor
17.283333333333335,Gast,11.0,13.0,"Huhnoldt, Hauke",7m-Tor
18.033333333333335,Heim,12.0,13.0,"Wietfeld, Jonas",Tor
18.683333333333334,Gast,12.0,14.0,"Erxleben, Lars",Tor
18.983333333333334,Heim,13.0,14.0,"Wietfeld, Jonas",Tor
19.766666666666666,Gast,13.0,15.0,"Krüger, Jan",Tor
21.183333333333334,Gast,13.0,16.0,"Timme, Jasper",Tor
21.65,Heim,14.0,16.0,"Krause, Hannes",7m-Tor
23.15,Gast,14.0,17.0,"Thomas, Kai-Philipp",Tor
23.533333333333335,Heim,15.0,17.0,"Planitz, Lasse",Tor
24.016666666666666,Gast,15.0,18.0,"Kobbe, Felix",Tor
24.333333333333332,Heim,16.0,18.0,"Borsum, Phil",Tor
24.583333333333332,Gast,16.0,19.0,"Timme, Jasper",Tor
25.383333333333333,Gast,16.0,20.0,"Bremer, Gerrit",Tor
25.533333333333335,Heim,17.0,20.0,"Benefeldt, Niklas",Tor
26.666666666666668,Gast,17.0,21.0,"Erxleben, Lars",Tor
26.816666666666666,Heim,18.0,21.0,"Borsum, Phil",Tor
27.25,Gast,18.0,22.0,"Kobbe, Felix",Tor
28.15,Gast,18.0,23.0,"Mesenbring, Oke Bahne",Tor
29.516666666666666,Heim,19.0,23.0,"Planitz, Lasse",Tor
31.216666666666665,Heim,20.0,23.0,"Planitz, Lasse",Tor
32.3,Gast,20.0,24.0,"Thomas, Kai-Philipp",Tor
33.266666666666666,Gast,20.0,25.0,"Huhnoldt, Hauke",Tor
33.75,Heim,21.0,25.0,"Planitz, Lasse",Tor
34.0,Gast,21.0,26.0,"Bremer, Gerrit",Tor
34.483333333333334,Gast,21.0,27.0,"Häberle, Joschua",Tor
36.0,Heim,22.0,27.0,"Rauls, Niklas",Tor
36.71666666666667,Gast,22.0,28.0,"Timme, Jasper",7m-Tor
37.18333333333333,Heim,23.0,28.0,"Planitz, Lasse",Tor
39.25,Heim,24.0,28.0,"Zawade, Ole",Tor
39.6,Gast,24.0,29.0,"Bremer, Gerrit",Tor
40.983333333333334,Gast,24.0,30.0,"Thomas, Kai-Philipp",Tor
41.71666666666667,Heim,25.0,30.0,"Planitz, Lasse",Tor
42.4,Gast,25.0,31.0,"Thomas, Kai-Philipp",Tor
43.1,Heim,26.0,31.0,"Rauls, Lennart",Tor
44.05,Heim,27.0,31.0,"Zawade, Ole",Tor
44.46666666666667,Gast,27.0,32.0,"Mesenbring, Oke Bahne",Tor
45.083333333333336,Heim,28.0,32.0,"Rauls, Lennart",Tor
45.68333333333333,Gast,28.0,33.0,"Bünning, Alexander",Tor
45.916666666666664,Heim,29.0,33.0,"Benefeldt, Niklas",Tor
46.43333333333333,Gast,29.0,34.0,"Krüger, Jan",Tor
47.38333333333333,Gast,29.0,35.0,"Bremer, Gerrit",Tor
49.483333333333334,Gast,29.0,36.0,"Bünning, Alexander",Tor
52.53333333333333,Gast,29.0,37.0,"Bünning, Alexander",Tor
53.583333333333336,Heim,30.0,37.0,"Wietfeld, Jonas",7m-Tor
55.81666666666667,Heim,31.0,37.0,"Wietfeld, Jonas",Tor
56.983333333333334,Heim,32.0,37.0,"Zawade, Ole",Tor
57.583333333333336,Gast,32.0,38.0,"Conrad, Til",Tor
57.766666666666666,Heim,33.0,38.0,"Funk, Adrian",Tor
58.65,Heim,34.0,38.0,"Planitz, Lasse",Tor
59.25,Heim,35.0,38.0,"Planitz, Lasse",Tor
59.416666666666664,Heim,36.0,38.0,"Planitz, Lasse",Tor
59.7,Gast,36.0,39.0,"Erxleben, Lars",Tor
