team,zeit,stand_heim,stand_gast,ereignis,trikotnummer,spieler,pdf_file,spielnummer
Heim,59:01,27,20,Tor,18,"Vahldiek, Jan-Hendrik",7978799.pdf,107012
Heim,59:01,,,2-Minuten,13,"Gerloff, Gerrit",7978799.pdf,107012
Heim,59:01,,,2-Minuten,34,"Schoel, Martin",7978799.pdf,107012
Gast,01:17,0,1,Tor,23,"Tebel, Steen",7978800.pdf,107007
Gast,02:23,0,2,7m-Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Heim,03:37,1,2,Tor,13,"Gronotte, Peter",7978800.pdf,107007
Heim,03:57,2,2,Tor,13,"Gronotte, Peter",7978800.pdf,107007
Heim,06:49,2,2,7m-Fehlwurf,25,"Huhnoldt, Hauke",7978800.pdf,107007
Heim,07:18,3,2,Tor,25,"Huhnoldt, Hauke",7978800.pdf,107007
Heim,07:53,4,2,Tor,44,"Espenschied, Finn",7978800.pdf,107007
Gast,09:18,4,3,Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Heim,09:41,5,3,Tor,13,"Gronotte, Peter",7978800.pdf,107007
Gast,09:51,5,4,Tor,23,"Tebel, Steen",7978800.pdf,107007
Heim,09:57,6,4,Tor,5,"Kobbe, Felix",7978800.pdf,107007
Heim,10:24,,,2-Minuten,77,"Kowollik, Lennart",7978800.pdf,107007
Heim,12:28,7,4,Tor,25,"Huhnoldt, Hauke",7978800.pdf,107007
Heim,12:48,,,2-Minuten,25,"Huhnoldt, Hauke",7978800.pdf,107007
Gast,12:50,7,4,7m-Fehlwurf,77,"Boithling, Aaron",7978800.pdf,107007
Gast,14:01,7,5,Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Gast,14:32,7,6,Tor,8,"Mertins, Phil",7978800.pdf,107007
Heim,15:00,8,6,Tor,24,"Thomas, Kai-Philipp",7978800.pdf,107007
Gast,15:29,8,7,Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Heim,15:38,9,7,Tor,25,"Huhnoldt, Hauke",7978800.pdf,107007
Gast,16:06,9,8,Tor,9,"Hanke, Till",7978800.pdf,107007
Heim,16:16,10,8,Tor,77,"Kowollik, Lennart",7978800.pdf,107007
Gast,16:32,10,8,7m-Fehlwurf,77,"Boithling, Aaron",7978800.pdf,107007
Gast,17:41,,,2-Minuten,77,"Boithling, Aaron",7978800.pdf,107007
Heim,17:58,11,8,Tor,77,"Kowollik, Lennart",7978800.pdf,107007
Gast,18:23,11,9,Tor,23,"Tebel, Steen",7978800.pdf,107007
Heim,18:34,12,9,Tor,77,"Kowollik, Lennart",7978800.pdf,107007
Gast,18:37,,,2-Minuten,7,"Jäger, Vasco",7978800.pdf,107007
Heim,19:16,,,2-Minuten,5,"Kobbe, Felix",7978800.pdf,107007
Gast,19:21,12,9,7m-Fehlwurf,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Heim,20:03,13,9,7m-Tor,11,"Conrad, Til",7978800.pdf,107007
Heim,20:46,14,9,Tor,6,"Erxleben, Lars",7978800.pdf,107007
Heim,21:49,15,9,Tor,6,"Erxleben, Lars",7978800.pdf,107007
Gast,22:05,,,Auszeit,,,7978800.pdf,107007
Heim,22:21,16,9,Tor,11,"Conrad, Til",7978800.pdf,107007
Heim,23:22,17,9,Tor,13,"Gronotte, Peter",7978800.pdf,107007
Gast,23:42,17,10,Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Heim,24:31,18,10,7m-Tor,11,"Conrad, Til",7978800.pdf,107007
Gast,24:44,18,11,Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Gast,25:16,18,12,Tor,8,"Mertins, Phil",7978800.pdf,107007
Heim,25:40,19,12,7m-Tor,11,"Conrad, Til",7978800.pdf,107007
Gast,27:32,19,13,Tor,8,"Mertins, Phil",7978800.pdf,107007
Heim,27:35,,,2-Minuten,25,"Huhnoldt, Hauke",7978800.pdf,107007
Heim,27:56,20,13,Tor,11,"Conrad, Til",7978800.pdf,107007
Gast,28:04,20,14,Tor,18,"Lechner, Jona Bennet",7978800.pdf,107007
Heim,31:00,,,2-Minuten,5,"Kobbe, Felix",7978800.pdf,107007
Gast,31:02,20,15,7m-Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Gast,31:41,20,16,Tor,14,"Fürch, Maximilian",7978800.pdf,107007
Gast,32:57,20,17,Tor,15,"Borchert, Darius",7978800.pdf,107007
Gast,35:37,20,18,Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Gast,36:48,20,19,Tor,8,"Mertins, Phil",7978800.pdf,107007
Heim,36:48,,,2-Minuten,10,"Bremer, Gerrit",7978800.pdf,107007
Heim,36:53,,,Auszeit,,,7978800.pdf,107007
Heim,37:03,21,19,Tor,5,"Kobbe, Felix",7978800.pdf,107007
Gast,38:21,21,20,Tor,15,"Borchert, Darius",7978800.pdf,107007
Heim,38:42,22,20,Tor,11,"Conrad, Til",7978800.pdf,107007
Gast,38:55,22,21,Tor,23,"Tebel, Steen",7978800.pdf,107007
Heim,39:13,23,21,Tor,8,"Rutz, Malte",7978800.pdf,107007
Heim,40:37,24,21,Tor,6,"Erxleben, Lars",7978800.pdf,107007
Heim,40:49,25,21,Tor,13,"Gronotte, Peter",7978800.pdf,107007
Heim,41:50,26,21,Tor,11,"Conrad, Til",7978800.pdf,107007
Heim,42:42,27,21,Tor,5,"Kobbe, Felix",7978800.pdf,107007
Gast,43:21,,,Auszeit,,,7978800.pdf,107007
Gast,44:13,27,22,Tor,77,"Boithling, Aaron",7978800.pdf,107007
Heim,46:21,28,22,Tor,44,"Espenschied, Finn",7978800.pdf,107007
Gast,46:52,28,23,7m-Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Gast,47:28,28,24,Tor,7,"Jäger, Vasco",7978800.pdf,107007
Gast,48:14,28,25,Tor,8,"Mertins, Phil",7978800.pdf,107007
Gast,48:46,,,2-Minuten,8,"Mertins, Phil",7978800.pdf,107007
Heim,48:49,29,25,7m-Tor,11,"Conrad, Til",7978800.pdf,107007
Gast,49:07,29,26,Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Gast,49:39,,,2-Minuten,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Heim,50:01,30,26,Tor,10,"Bremer, Gerrit",7978800.pdf,107007
Gast,50:33,,,2-Minuten,77,"Boithling, Aaron",7978800.pdf,107007
Heim,53:37,31,26,Tor,25,"Huhnoldt, Hauke",7978800.pdf,107007
Heim,54:35,32,26,Tor,25,"Huhnoldt, Hauke",7978800.pdf,107007
Gast,54:45,32,27,Tor,77,"Boithling, Aaron",7978800.pdf,107007
Gast,55:08,,,2-Minuten,77,"Boithling, Aaron",7978800.pdf,107007
Gast,55:08,,,Disqualifikation,77,"Boithling, Aaron",7978800.pdf,107007
Heim,55:10,33,27,7m-Tor,25,"Huhnoldt, Hauke",7978800.pdf,107007
Heim,55:27,34,27,Tor,25,"Huhnoldt, Hauke",7978800.pdf,107007
Heim,55:32,,,2-Minuten,11,"Conrad, Til",7978800.pdf,107007
Gast,56:18,34,28,Tor,84,"Ludwig, Paul Mattes",7978800.pdf,107007
Heim,56:35,35,28,Tor,6,"Erxleben, Lars",7978800.pdf,107007
Gast,56:59,35,29,Tor,23,"Tebel, Steen",7978800.pdf,107007
Heim,57:39,36,29,Tor,44,"Espenschied, Finn",7978800.pdf,107007
Gast,58:21,36,30,Tor,23,"Tebel, Steen",7978800.pdf,107007
Heim,58:51,37,30,Tor,25,"Huhnoldt, Hauke",7978800.pdf,107007
Gast,59:00,37,31,Tor,13,"Grönecke, Tim",7978800.pdf,107007
Heim,59:04,,,2-Minuten,44,"Espenschied, Finn",7978800.pdf,107007
Heim,59:14,38,31,Tor,11,"Conrad, Til",7978800.pdf,107007
Heim,03:25,1,0,Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Gast,04:03,1,0,7m-Fehlwurf,25,"Huhnoldt, Hauke",7978801.pdf,107015
Gast,04:37,1,1,Tor,15,"Laube, Mirko",7978801.pdf,107015
Heim,05:32,2,1,7m-Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Heim,07:15,3,1,7m-Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Heim,07:46,4,1,Tor,97,"Schenk, Jannis",7978801.pdf,107015
Gast,07:58,4,2,Tor,24,"Thomas, Kai-Philipp",7978801.pdf,107015
Heim,09:06,5,2,Tor,8,"Lang, Maxim",7978801.pdf,107015
Heim,10:56,6,2,Tor,13,"Wegner, Marvin",7978801.pdf,107015
Gast,11:50,,,Auszeit,,,7978801.pdf,107015
Gast,12:16,6,3,Tor,8,"Rutz, Malte",7978801.pdf,107015
Heim,13:15,7,3,7m-Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Gast,15:31,7,4,Tor,15,"Laube, Mirko",7978801.pdf,107015
Heim,17:59,8,4,Tor,87,"Schiller, Marvin",7978801.pdf,107015
Gast,18:32,8,4,7m-Fehlwurf,11,"Conrad, Til",7978801.pdf,107015
Heim,18:59,9,4,Tor,87,"Schiller, Marvin",7978801.pdf,107015
Gast,19:35,9,5,7m-Tor,46,"Erxleben, Lars",7978801.pdf,107015
Heim,19:58,10,5,Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Gast,20:38,10,6,Tor,24,"Thomas, Kai-Philipp",7978801.pdf,107015
Heim,21:30,12,6,Tor,97,"Schenk, Jannis",7978801.pdf,107015
Heim,21:30,11,6,7m-Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Heim,23:10,,,2-Minuten,18,"Hillebrand, Jannes",7978801.pdf,107015
Gast,23:15,12,6,7m-Fehlwurf,46,"Erxleben, Lars",7978801.pdf,107015
Gast,23:18,12,7,Tor,46,"Erxleben, Lars",7978801.pdf,107015
Heim,23:46,13,7,Tor,80,"Dankert, Jannes",7978801.pdf,107015
Gast,25:04,13,8,Tor,6,"Kolditz, Max-Richard",7978801.pdf,107015
Heim,27:00,14,8,7m-Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Gast,27:27,14,9,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Heim,27:57,15,9,Tor,87,"Schiller, Marvin",7978801.pdf,107015
Gast,28:09,15,10,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Gast,28:44,,,Disqualifikation,6,"Kolditz, Max-Richard",7978801.pdf,107015
Heim,29:37,,,Auszeit,,,7978801.pdf,107015
Heim,30:37,16,10,Tor,97,"Schenk, Jannis",7978801.pdf,107015
Gast,31:01,16,11,Tor,77,"Kowollik, Lennart",7978801.pdf,107015
Heim,31:39,17,11,Tor,18,"Hillebrand, Jannes",7978801.pdf,107015
Gast,33:03,17,12,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Gast,33:34,17,13,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Gast,34:17,17,14,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Gast,34:51,17,15,Tor,77,"Kowollik, Lennart",7978801.pdf,107015
Heim,34:51,,,Auszeit,,,7978801.pdf,107015
Heim,35:19,18,15,Tor,8,"Lang, Maxim",7978801.pdf,107015
Heim,37:26,19,15,Tor,80,"Dankert, Jannes",7978801.pdf,107015
Gast,37:40,19,16,Tor,77,"Kowollik, Lennart",7978801.pdf,107015
Gast,37:55,19,17,Tor,14,"Böttger, Thilo",7978801.pdf,107015
Heim,40:45,20,17,Tor,80,"Dankert, Jannes",7978801.pdf,107015
Heim,41:35,21,17,Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Heim,42:16,22,17,Tor,80,"Dankert, Jannes",7978801.pdf,107015
Gast,42:30,22,18,Tor,11,"Conrad, Til",7978801.pdf,107015
Heim,43:22,23,18,Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Gast,44:25,,,2-Minuten,77,"Kowollik, Lennart",7978801.pdf,107015
Heim,44:27,24,18,7m-Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Gast,44:58,24,19,Tor,25,"Huhnoldt, Hauke",7978801.pdf,107015
Gast,47:06,24,20,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Heim,47:39,25,20,Tor,97,"Schenk, Jannis",7978801.pdf,107015
Heim,50:30,26,20,Tor,18,"Hillebrand, Jannes",7978801.pdf,107015
Gast,51:12,26,21,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Gast,51:56,26,22,7m-Tor,46,"Erxleben, Lars",7978801.pdf,107015
Gast,53:17,26,23,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Gast,53:49,26,24,Tor,8,"Rutz, Malte",7978801.pdf,107015
Heim,53:52,,,Auszeit,,,7978801.pdf,107015
Heim,55:25,27,24,Tor,55,"Könemann, Jost",7978801.pdf,107015
Gast,55:25,,,2-Minuten,8,"Rutz, Malte",7978801.pdf,107015
Heim,56:34,28,24,Tor,80,"Dankert, Jannes",7978801.pdf,107015
Heim,57:08,29,24,7m-Tor,2,"Cordes, Hinnerk Peter",7978801.pdf,107015
Gast,57:14,,,Auszeit,,,7978801.pdf,107015
Gast,57:38,29,25,Tor,8,"Rutz, Malte",7978801.pdf,107015
Heim,57:52,30,25,Tor,55,"Könemann, Jost",7978801.pdf,107015
Gast,58:51,30,26,Tor,25,"Huhnoldt, Hauke",7978801.pdf,107015
Heim,59:11,31,26,Tor,55,"Könemann, Jost",7978801.pdf,107015
Gast,59:24,31,27,Tor,13,"Gronotte, Peter",7978801.pdf,107015
Gast,59:45,31,28,Tor,11,"Conrad, Til",7978801.pdf,107015
Heim,01:46,1,0,Tor,2,"Funk, Adrian",7978804.pdf,107011
Heim,02:57,,,2-Minuten,64,"Rauls, Niklas",7978804.pdf,107011
Heim,03:38,2,0,Tor,77,"Benefeldt, Niklas",7978804.pdf,107011
Gast,03:49,2,1,Tor,2,"Langemeyer, Florian",7978804.pdf,107011
Heim,04:31,3,1,7m-Tor,14,"Krause, Hannes",7978804.pdf,107011
Gast,04:54,3,2,Tor,11,"Noll, Christian",7978804.pdf,107011
Gast,07:01,,,Auszeit,,,7978804.pdf,107011
Heim,08:25,4,2,7m-Tor,14,"Krause, Hannes",7978804.pdf,107011
Gast,09:56,4,3,Tor,8,"Noll, Sven",7978804.pdf,107011
Heim,10:40,5,3,Tor,93,"Wietfeld, Jonas",7978804.pdf,107011
Gast,11:10,5,4,Tor,3,"Bahn, Kjell",7978804.pdf,107011
Gast,12:56,5,5,Tor,11,"Noll, Christian",7978804.pdf,107011
Heim,13:03,,,Auszeit,,,7978804.pdf,107011
Gast,14:25,,,2-Minuten,8,"Noll, Sven",7978804.pdf,107011
Gast,14:51,5,6,Tor,33,"Tepp, Adrian",7978804.pdf,107011
Heim,16:30,6,6,Tor,77,"Benefeldt, Niklas",7978804.pdf,107011
Heim,18:23,7,6,Tor,23,"Bendrien, Paul",7978804.pdf,107011
Heim,20:39,,,2-Minuten,23,"Bendrien, Paul",7978804.pdf,107011
Gast,20:40,7,7,7m-Tor,7,"Schulz, Cedric",7978804.pdf,107011
Heim,23:02,,,Disqualifikation,78,"Borsum, Phil",7978804.pdf,107011
Heim,24:42,8,7,7m-Tor,14,"Krause, Hannes",7978804.pdf,107011
Gast,25:11,,,Disqualifikation,82,"Dieckmann, Lars",7978804.pdf,107011
Heim,25:14,9,7,7m-Tor,14,"Krause, Hannes",7978804.pdf,107011
Heim,28:34,10,7,Tor,64,"Rauls, Niklas",7978804.pdf,107011
Gast,29:44,10,8,7m-Tor,7,"Schulz, Cedric",7978804.pdf,107011
Heim,29:44,,,2-Minuten,80,"Planitz, Lasse",7978804.pdf,107011
Gast,31:35,10,9,Tor,23,"Radke, Arne",7978804.pdf,107011
Gast,32:26,10,10,Tor,23,"Radke, Arne",7978804.pdf,107011
Heim,33:36,11,10,Tor,3,"Bendrien, Tom",7978804.pdf,107011
Heim,34:12,12,10,Tor,2,"Funk, Adrian",7978804.pdf,107011
Gast,34:42,12,11,Tor,4,"Kulisch, Björn Ole",7978804.pdf,107011
Gast,35:44,12,12,Tor,2,"Langemeyer, Florian",7978804.pdf,107011
Heim,38:12,13,12,Tor,64,"Rauls, Niklas",7978804.pdf,107011
Heim,38:42,14,12,Tor,2,"Funk, Adrian",7978804.pdf,107011
Gast,39:30,14,13,Tor,8,"Noll, Sven",7978804.pdf,107011
Heim,40:09,15,13,Tor,11,"Zawade, Ole",7978804.pdf,107011
Gast,40:20,15,14,Tor,2,"Langemeyer, Florian",7978804.pdf,107011
Heim,40:52,16,14,Tor,2,"Funk, Adrian",7978804.pdf,107011
Gast,41:27,16,15,Tor,4,"Kulisch, Björn Ole",7978804.pdf,107011
Gast,42:19,16,16,Tor,23,"Radke, Arne",7978804.pdf,107011
Heim,44:41,,,Auszeit,,,7978804.pdf,107011
Heim,46:33,17,16,Tor,77,"Benefeldt, Niklas",7978804.pdf,107011
Heim,46:39,,,2-Minuten,77,"Benefeldt, Niklas",7978804.pdf,107011
Gast,47:50,17,17,Tor,11,"Noll, Christian",7978804.pdf,107011
Gast,48:24,17,18,Tor,7,"Schulz, Cedric",7978804.pdf,107011
Gast,49:47,17,19,Tor,33,"Tepp, Adrian",7978804.pdf,107011
Heim,49:47,,,2-Minuten,55,"Rauls, Lennart",7978804.pdf,107011
Gast,50:45,,,Auszeit,,,7978804.pdf,107011
Heim,52:15,18,19,Tor,77,"Benefeldt, Niklas",7978804.pdf,107011
Gast,52:27,18,20,Tor,11,"Noll, Christian",7978804.pdf,107011
Heim,53:39,19,20,Tor,77,"Benefeldt, Niklas",7978804.pdf,107011
Heim,55:24,20,20,Tor,77,"Benefeldt, Niklas",7978804.pdf,107011
Gast,56:35,20,21,Tor,8,"Noll, Sven",7978804.pdf,107011
Gast,56:52,20,22,Tor,4,"Kulisch, Björn Ole",7978804.pdf,107011
Heim,56:58,,,Auszeit,,,7978804.pdf,107011
Heim,57:32,20,22,7m-Fehlwurf,14,"Krause, Hannes",7978804.pdf,107011
Heim,58:43,21,22,Tor,64,"Rauls, Niklas",7978804.pdf,107011
Gast,59:11,21,23,Tor,8,"Noll, Sven",7978804.pdf,107011
Heim,59:29,22,23,Tor,93,"Wietfeld, Jonas",7978804.pdf,107011
Gast,59:54,22,24,Tor,11,"Noll, Christian",7978804.pdf,107011
Heim,01:01,1,0,Tor,93,"Wietfeld, Jonas",7978805.pdf,107017
Heim,05:27,2,0,Tor,14,"Krause, Hannes",7978805.pdf,107017
Heim,06:26,3,0,Tor,14,"Krause, Hannes",7978805.pdf,107017
Gast,06:31,,,Auszeit,,,7978805.pdf,107017
Heim,07:31,4,0,Tor,77,"Benefeldt, Niklas",7978805.pdf,107017
Gast,08:48,4,1,7m-Tor,7,"Schenzel, Carl",7978805.pdf,107017
Heim,09:29,5,1,Tor,14,"Krause, Hannes",7978805.pdf,107017
Heim,10:16,6,1,Tor,14,"Krause, Hannes",7978805.pdf,107017
Gast,11:00,6,2,Tor,7,"Schenzel, Carl",7978805.pdf,107017
Gast,11:42,6,3,Tor,23,"Berg, Steven",7978805.pdf,107017
Heim,13:00,7,3,Tor,55,"Rauls, Lennart",7978805.pdf,107017
Gast,13:38,7,4,Tor,7,"Schenzel, Carl",7978805.pdf,107017
Heim,16:41,8,4,Tor,93,"Wietfeld, Jonas",7978805.pdf,107017
Heim,16:41,,,2-Minuten,93,"Wietfeld, Jonas",7978805.pdf,107017
Gast,16:41,,,2-Minuten,17,"Matthies, Alexander",7978805.pdf,107017
Gast,17:21,8,5,Tor,31,"Matthies, Marcel",7978805.pdf,107017
Heim,18:23,9,5,Tor,78,"Borsum, Phil",7978805.pdf,107017
Heim,19:55,10,5,Tor,23,"Bendrien, Paul",7978805.pdf,107017
Gast,20:49,10,6,7m-Tor,7,"Schenzel, Carl",7978805.pdf,107017
Heim,21:09,11,6,Tor,93,"Wietfeld, Jonas",7978805.pdf,107017
Gast,22:22,11,7,Tor,8,"Lange, Niklas Alexander",7978805.pdf,107017
Gast,23:08,11,8,Tor,5,"Ahrens, Jaron",7978805.pdf,107017
Heim,23:23,,,Auszeit,,,7978805.pdf,107017
Gast,26:28,,,2-Minuten,8,"Lange, Niklas Alexander",7978805.pdf,107017
Heim,26:31,12,8,7m-Tor,14,"Krause, Hannes",7978805.pdf,107017
Heim,29:01,13,8,Tor,77,"Benefeldt, Niklas",7978805.pdf,107017
Gast,30:33,13,9,Tor,23,"Berg, Steven",7978805.pdf,107017
Gast,30:53,13,10,Tor,15,"Dekarz, Bendix",7978805.pdf,107017
Gast,31:30,13,11,Tor,9,"Jübermann, Jens",7978805.pdf,107017
Heim,32:02,14,11,Tor,14,"Krause, Hannes",7978805.pdf,107017
Heim,32:55,15,11,7m-Tor,14,"Krause, Hannes",7978805.pdf,107017
Gast,33:39,15,12,Tor,17,"Matthies, Alexander",7978805.pdf,107017
Heim,34:31,16,12,7m-Tor,14,"Krause, Hannes",7978805.pdf,107017
Gast,36:06,,,2-Minuten,23,"Berg, Steven",7978805.pdf,107017
Heim,36:09,17,12,7m-Tor,14,"Krause, Hannes",7978805.pdf,107017
Gast,36:20,,,Auszeit,,,7978805.pdf,107017
Gast,36:52,17,13,Tor,20,"Berndt, Jonas",7978805.pdf,107017
Heim,39:06,18,13,Tor,93,"Wietfeld, Jonas",7978805.pdf,107017
Heim,39:39,19,13,Tor,14,"Krause, Hannes",7978805.pdf,107017
Gast,40:12,19,14,Tor,20,"Berndt, Jonas",7978805.pdf,107017
Gast,41:06,19,15,Tor,15,"Dekarz, Bendix",7978805.pdf,107017
Heim,41:41,20,15,Tor,78,"Borsum, Phil",7978805.pdf,107017
Gast,42:24,20,16,Tor,9,"Jübermann, Jens",7978805.pdf,107017
Heim,42:54,21,16,7m-Tor,14,"Krause, Hannes",7978805.pdf,107017
Gast,43:40,21,17,Tor,15,"Dekarz, Bendix",7978805.pdf,107017
Gast,44:53,21,18,Tor,18,"Dekarz, Steffen",7978805.pdf,107017
Heim,44:53,,,Auszeit,,,7978805.pdf,107017
Gast,45:31,21,19,Tor,15,"Dekarz, Bendix",7978805.pdf,107017
Gast,46:57,21,20,7m-Tor,7,"Schenzel, Carl",7978805.pdf,107017
Heim,47:49,22,20,Tor,93,"Wietfeld, Jonas",7978805.pdf,107017
Gast,48:34,22,21,7m-Tor,7,"Schenzel, Carl",7978805.pdf,107017
Heim,49:30,23,21,7m-Tor,14,"Krause, Hannes",7978805.pdf,107017
Heim,50:49,24,21,Tor,93,"Wietfeld, Jonas",7978805.pdf,107017
Heim,51:31,,,2-Minuten,64,"Rauls, Niklas",7978805.pdf,107017
Gast,51:35,24,22,7m-Tor,7,"Schenzel, Carl",7978805.pdf,107017
Heim,52:10,25,22,Tor,93,"Wietfeld, Jonas",7978805.pdf,107017
Gast,52:10,,,2-Minuten,23,"Berg, Steven",7978805.pdf,107017
Heim,53:10,26,22,Tor,2,"Funk, Adrian",7978805.pdf,107017
Gast,54:18,26,23,7m-Tor,7,"Schenzel, Carl",7978805.pdf,107017
Gast,55:41,,,2-Minuten,8,"Lange, Niklas Alexander",7978805.pdf,107017
Heim,55:44,27,23,7m-Tor,14,"Krause, Hannes",7978805.pdf,107017
Gast,56:00,,,Auszeit,,,7978805.pdf,107017
Gast,56:24,27,24,Tor,23,"Berg, Steven",7978805.pdf,107017
Gast,56:54,27,25,Tor,31,"Matthies, Marcel",7978805.pdf,107017
Heim,58:28,28,25,Tor,64,"Rauls, Niklas",7978805.pdf,107017
Heim,59:00,,,Auszeit,,,7978805.pdf,107017
Heim,59:18,29,25,Tor,93,"Wietfeld, Jonas",7978805.pdf,107017
Heim,09:49,0,0,7m-Fehlwurf,5,"Holm, Moritz-Maximilian",7978814.pdf,107020
Gast,10:28,0,1,Tor,9,"Lange, Jonas",7978814.pdf,107020
Heim,12:41,1,1,Tor,5,"Holm, Moritz-Maximilian",7978814.pdf,107020
Gast,12:46,,,Auszeit,,,7978814.pdf,107020
Heim,14:28,2,1,Tor,5,"Holm, Moritz-Maximilian",7978814.pdf,107020
Gast,15:45,2,2,Tor,9,"Lange, Jonas",7978814.pdf,107020
Heim,17:29,3,2,Tor,25,"Fuchs, Marcel",7978814.pdf,107020
Gast,18:10,3,3,Tor,18,"Schmidt, Marcel",7978814.pdf,107020
Heim,19:49,4,3,Tor,18,"Fasterling, Henri",7978814.pdf,107020
Heim,20:32,5,3,Tor,44,"Böhme, Jan",7978814.pdf,107020
Heim,21:53,6,3,Tor,18,"Fasterling, Henri",7978814.pdf,107020
Gast,22:44,6,4,Tor,18,"Schmidt, Marcel",7978814.pdf,107020
Heim,23:27,7,4,7m-Tor,15,"Ott, Andreas",7978814.pdf,107020
Heim,24:53,8,4,Tor,10,"Ott, Elias",7978814.pdf,107020
Gast,25:38,8,5,Tor,40,"Witzke, Christopher",7978814.pdf,107020
Heim,25:49,9,5,Tor,3,"Keßler, Jan Niclas",7978814.pdf,107020
Gast,27:21,9,6,Tor,9,"Lange, Jonas",7978814.pdf,107020
Heim,29:25,10,6,Tor,15,"Ott, Andreas",7978814.pdf,107020
Heim,32:38,11,6,Tor,3,"Keßler, Jan Niclas",7978814.pdf,107020
Heim,35:34,12,6,7m-Tor,15,"Ott, Andreas",7978814.pdf,107020
Gast,37:28,,,2-Minuten,10,"Mill, Julius",7978814.pdf,107020
Heim,39:33,13,6,Tor,91,"Wendisch, Justin",7978814.pdf,107020
Heim,40:33,14,6,Tor,91,"Wendisch, Justin",7978814.pdf,107020
Gast,40:37,,,Auszeit,,,7978814.pdf,107020
Gast,42:28,14,7,Tor,14,"Lange, Erik",7978814.pdf,107020
Heim,44:31,15,7,Tor,18,"Fasterling, Henri",7978814.pdf,107020
Gast,44:59,15,8,Tor,10,"Mill, Julius",7978814.pdf,107020
Heim,45:20,16,8,Tor,18,"Fasterling, Henri",7978814.pdf,107020
Gast,46:02,16,9,Tor,9,"Lange, Jonas",7978814.pdf,107020
Heim,46:46,17,9,7m-Tor,10,"Ott, Elias",7978814.pdf,107020
Heim,47:14,,,2-Minuten,18,"Fasterling, Henri",7978814.pdf,107020
Gast,47:51,,,2-Minuten,10,"Mill, Julius",7978814.pdf,107020
Heim,47:55,17,9,7m-Fehlwurf,15,"Ott, Andreas",7978814.pdf,107020
Gast,49:11,17,10,Tor,77,"Kristandt, André",7978814.pdf,107020
Heim,49:35,18,10,Tor,25,"Fuchs, Marcel",7978814.pdf,107020
Gast,49:56,18,11,Tor,14,"Lange, Erik",7978814.pdf,107020
Heim,50:50,19,11,Tor,25,"Fuchs, Marcel",7978814.pdf,107020
Gast,51:40,19,12,Tor,14,"Lange, Erik",7978814.pdf,107020
Heim,51:49,20,12,Tor,10,"Ott, Elias",7978814.pdf,107020
Gast,53:21,20,13,Tor,10,"Mill, Julius",7978814.pdf,107020
Heim,54:43,21,13,Tor,10,"Ott, Elias",7978814.pdf,107020
Heim,55:15,22,13,Tor,9,"Todorski, Til",7978814.pdf,107020
Gast,55:52,22,14,Tor,14,"Lange, Erik",7978814.pdf,107020
Heim,56:34,23,14,7m-Tor,10,"Ott, Elias",7978814.pdf,107020
Gast,57:08,23,15,Tor,14,"Lange, Erik",7978814.pdf,107020
Gast,57:30,23,16,Tor,14,"Lange, Erik",7978814.pdf,107020
Gast,58:42,23,17,Tor,14,"Lange, Erik",7978814.pdf,107020
Heim,59:25,,,2-Minuten,9,"Todorski, Til",7978814.pdf,107020
Gast,59:34,23,18,Tor,10,"Mill, Julius",7978814.pdf,107020
Gast,00:31,0,1,Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Heim,00:43,1,1,Tor,14,"Fürch, Maximilian",7978816.pdf,107014
Gast,01:08,1,2,Tor,13,"Gerloff, Gerrit",7978816.pdf,107014
Heim,01:53,2,2,Tor,84,"Ludwig, Paul Mattes",7978816.pdf,107014
