team,zeit,stand_heim,stand_gast,ereignis,trikotnummer,spieler,pdf_file,spielnummer
Gast,22:14,11,8,Tor,18,"Hillebrand, Jannes",7978846.pdf,107019
Gast,23:14,11,9,Tor,18,"Hillebrand, Jannes",7978846.pdf,107019
Heim,23:36,,,Auszeit,,,7978846.pdf,107019
Heim,24:29,12,9,7m-Tor,18,"Vahldiek, Jan-Hendrik",7978846.pdf,107019
Heim,24:50,,,2-Minuten,13,"Gerloff, Gerrit",7978846.pdf,107019
Gast,25:03,12,10,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,25:52,13,10,Tor,34,"Schoel, Martin",7978846.pdf,107019
Heim,26:38,14,10,Tor,31,"Behrens, Malte",7978846.pdf,107019
Gast,26:46,14,11,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Gast,28:17,14,12,Tor,33,"Sültmann, Malte",7978846.pdf,107019
Heim,29:19,15,12,Tor,8,"Nabel, Philipp",7978846.pdf,107019
Heim,30:55,16,12,Tor,34,"Schoel, Martin",7978846.pdf,107019
Heim,31:24,,,2-Minuten,25,"Albrecht, Lars",7978846.pdf,107019
Heim,32:37,17,12,Tor,14,"Vahldiek, Kai",7978846.pdf,107019
Heim,33:49,18,12,Tor,8,"Nabel, Philipp",7978846.pdf,107019
Gast,35:15,18,13,Tor,97,"Schenk, Jannis",7978846.pdf,107019
Gast,35:54,,,2-Minuten,31,"Rolfs, Hendrik",7978846.pdf,107019
Heim,36:16,19,13,Tor,34,"Schoel, Martin",7978846.pdf,107019
Gast,36:48,19,14,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,37:21,20,14,Tor,14,"Vahldiek, Kai",7978846.pdf,107019
Heim,37:46,,,2-Minuten,25,"Albrecht, Lars",7978846.pdf,107019
Gast,38:04,20,15,Tor,87,"Schiller, Marvin",7978846.pdf,107019
Gast,38:47,20,16,Tor,97,"Schenk, Jannis",7978846.pdf,107019
Heim,39:42,21,16,Tor,13,"Gerloff, Gerrit",7978846.pdf,107019
Gast,40:46,21,17,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Gast,42:03,,,Disqualifikation,55,"Könemann, Jost",7978846.pdf,107019
Heim,42:06,22,17,7m-Tor,18,"Vahldiek, Jan-Hendrik",7978846.pdf,107019
Heim,42:50,23,17,Tor,18,"Vahldiek, Jan-Hendrik",7978846.pdf,107019
Gast,43:26,23,18,Tor,97,"Schenk, Jannis",7978846.pdf,107019
Gast,44:09,,,Auszeit,,,7978846.pdf,107019
Gast,47:26,23,19,7m-Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Gast,48:59,23,20,Tor,97,"Schenk, Jannis",7978846.pdf,107019
Heim,49:38,23,20,7m-Fehlwurf,18,"Vahldiek, Jan-Hendrik",7978846.pdf,107019
Gast,52:09,23,21,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,52:52,,,Auszeit,,,7978846.pdf,107019
Gast,53:45,23,22,Tor,18,"Hillebrand, Jannes",7978846.pdf,107019
Heim,56:25,24,22,Tor,13,"Gerloff, Gerrit",7978846.pdf,107019
Gast,56:52,,,Auszeit,,,7978846.pdf,107019
Heim,57:28,25,22,Tor,18,"Vahldiek, Jan-Hendrik",7978846.pdf,107019
Heim,57:45,,,2-Minuten,34,"Schoel, Martin",7978846.pdf,107019
Gast,57:48,25,23,7m-Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,57:55,,,Auszeit,,,7978846.pdf,107019
Gast,59:13,25,24,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Heim,59:37,26,24,Tor,18,"Vahldiek, Jan-Hendrik",7978846.pdf,107019
Gast,59:45,26,25,Tor,2,"Cordes, Hinnerk Peter",7978846.pdf,107019
Gast,01:26,0,1,7m-Tor,10,"Huhnoldt, Hauke",7978847.pdf,107001
Heim,03:05,1,1,Tor,12,"Zeitke, Tim",7978847.pdf,107001
Gast,03:16,1,2,Tor,2,"Laube, Mirko",7978847.pdf,107001
Heim,04:02,2,2,Tor,8,"Menssen, Keno",7978847.pdf,107001
Gast,05:17,2,3,Tor,10,"Huhnoldt, Hauke",7978847.pdf,107001
Gast,07:33,2,4,Tor,24,"Thomas, Kai-Philipp Kay",7978847.pdf,107001
Heim,09:02,,,Auszeit,,,7978847.pdf,107001
Heim,09:25,3,4,Tor,10,"Mill, Julius",7978847.pdf,107001
Gast,10:37,3,5,Tor,2,"Laube, Mirko",7978847.pdf,107001
Heim,11:20,4,5,Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Heim,11:39,5,5,Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Gast,12:31,5,6,Tor,9,"Rutz, Malte",7978847.pdf,107001
Gast,13:20,5,7,Tor,6,"Kowollik, Lennart",7978847.pdf,107001
Heim,14:22,6,7,Tor,17,"Georgiev, Zwetan",7978847.pdf,107001
Heim,16:17,7,7,Tor,11,"Kaiser, Jan",7978847.pdf,107001
Gast,16:52,7,8,Tor,6,"Kowollik, Lennart",7978847.pdf,107001
Heim,18:00,8,8,Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Gast,18:00,,,2-Minuten,22,"Mesenbring, Oke Bahne",7978847.pdf,107001
Gast,20:53,8,9,Tor,22,"Mesenbring, Oke Bahne",7978847.pdf,107001
Heim,21:38,9,9,Tor,40,"Witzke, Christopher",7978847.pdf,107001
Gast,22:08,9,10,Tor,6,"Kowollik, Lennart",7978847.pdf,107001
Heim,22:54,10,10,7m-Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Gast,23:17,10,11,Tor,3,"Gronotte, Peter",7978847.pdf,107001
Heim,23:44,11,11,Tor,10,"Mill, Julius",7978847.pdf,107001
Gast,23:53,11,12,Tor,6,"Kowollik, Lennart",7978847.pdf,107001
Gast,24:43,11,13,Tor,10,"Huhnoldt, Hauke",7978847.pdf,107001
Heim,24:46,,,2-Minuten,77,"Kristandt, André",7978847.pdf,107001
Gast,25:15,11,14,Tor,7,"Kobbe, Felix",7978847.pdf,107001
Heim,25:32,12,14,Tor,10,"Mill, Julius",7978847.pdf,107001
Gast,25:52,12,15,Tor,22,"Mesenbring, Oke Bahne",7978847.pdf,107001
Gast,26:53,12,16,Tor,3,"Gronotte, Peter",7978847.pdf,107001
Heim,27:09,13,16,Tor,20,"Rosse, Matti",7978847.pdf,107001
Heim,27:34,14,16,Tor,10,"Mill, Julius",7978847.pdf,107001
Heim,27:59,15,16,Tor,10,"Mill, Julius",7978847.pdf,107001
Gast,28:50,15,17,Tor,2,"Laube, Mirko",7978847.pdf,107001
Gast,29:42,,,Auszeit,,,7978847.pdf,107001
Gast,29:53,15,18,Tor,2,"Laube, Mirko",7978847.pdf,107001
Gast,31:00,15,18,7m-Fehlwurf,10,"Huhnoldt, Hauke",7978847.pdf,107001
Heim,31:30,16,18,Tor,8,"Menssen, Keno",7978847.pdf,107001
Heim,32:24,17,18,Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Gast,33:00,17,19,Tor,68,"Bremer, Gerrit",7978847.pdf,107001
Heim,34:24,18,19,Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Gast,35:03,18,20,Tor,3,"Gronotte, Peter",7978847.pdf,107001
Heim,35:23,19,20,Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Gast,36:10,19,21,Tor,68,"Bremer, Gerrit",7978847.pdf,107001
Gast,36:49,19,22,Tor,3,"Gronotte, Peter",7978847.pdf,107001
Gast,37:52,19,23,Tor,22,"Mesenbring, Oke Bahne",7978847.pdf,107001
Gast,38:39,19,24,Tor,14,"Türk, Jurek",7978847.pdf,107001
Heim,38:43,,,Auszeit,,,7978847.pdf,107001
Gast,39:24,19,25,Tor,7,"Kobbe, Felix",7978847.pdf,107001
Heim,40:00,20,25,Tor,8,"Menssen, Keno",7978847.pdf,107001
Gast,40:43,20,26,Tor,13,"Conrad, Til",7978847.pdf,107001
Heim,41:02,21,26,Tor,12,"Zeitke, Tim",7978847.pdf,107001
Heim,43:22,22,26,Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Gast,44:24,22,27,Tor,13,"Conrad, Til",7978847.pdf,107001
Gast,45:46,22,28,Tor,24,"Thomas, Kai-Philipp",7978847.pdf,107001
Gast,46:00,,,2-Minuten,14,"Türk, Jurek",7978847.pdf,107001
Heim,46:18,23,28,Tor,20,"Rosse, Matti",7978847.pdf,107001
Heim,47:20,24,28,Tor,2,"Luettmann, Kilian",7978847.pdf,107001
Gast,48:56,24,30,Tor,10,"Huhnoldt, Hauke",7978847.pdf,107001
Heim,49:25,,,Auszeit,,,7978847.pdf,107001
Heim,50:30,26,30,Tor,20,"Rosse, Matti",7978847.pdf,107001
Gast,51:27,26,31,7m-Tor,13,"Conrad, Til",7978847.pdf,107001
Gast,52:53,26,32,Tor,6,"Kowollik, Lennart",7978847.pdf,107001
Heim,53:49,27,32,Tor,20,"Rosse, Matti",7978847.pdf,107001
Gast,54:11,27,33,Tor,10,"Huhnoldt, Hauke",7978847.pdf,107001
Gast,55:53,27,34,Tor,14,"Türk, Jurek",7978847.pdf,107001
Heim,56:32,28,34,Tor,10,"Mill, Julius",7978847.pdf,107001
Gast,56:54,28,35,Tor,24,"Thomas, Kai-Philipp",7978847.pdf,107001
Gast,58:01,28,36,Tor,3,"Gronotte, Peter",7978847.pdf,107001
Gast,58:45,28,37,Tor,24,"Thomas, Kai-Philipp",7978847.pdf,107001
Gast,00:45,0,1,Tor,25,"Fuchs, Marcel",7978848.pdf,107013
Gast,00:57,0,2,Tor,25,"Fuchs, Marcel",7978848.pdf,107013
Gast,02:22,0,3,Tor,5,"Holm, Moritz-Maximilian",7978848.pdf,107013
Heim,04:18,,,Auszeit,,,7978848.pdf,107013
Heim,04:42,1,3,Tor,7,"Schulz, Cedric",7978848.pdf,107013
Gast,05:41,1,4,Tor,60,"Solaker, Noah",7978848.pdf,107013
Heim,06:12,2,4,Tor,8,"Noll, Sven",7978848.pdf,107013
Gast,07:19,2,5,Tor,18,"Fasterling, Henri",7978848.pdf,107013
Heim,07:50,,,2-Minuten,4,"Kulisch, Björn Ole",7978848.pdf,107013
Gast,07:53,2,6,7m-Tor,5,"Holm, Moritz-Maximilian",7978848.pdf,107013
Gast,08:29,,,2-Minuten,21,"Laucke, Paul",7978848.pdf,107013
Heim,08:35,2,6,7m-Fehlwurf,7,"Schulz, Cedric",7978848.pdf,107013
Heim,10:04,3,6,7m-Tor,7,"Schulz, Cedric",7978848.pdf,107013
Gast,11:57,3,7,7m-Tor,5,"Holm, Moritz-Maximilian",7978848.pdf,107013
Gast,13:23,3,8,Tor,44,"Böhme, Jan",7978848.pdf,107013
Heim,14:01,4,8,Tor,23,"Radke, Arne",7978848.pdf,107013
Gast,14:35,4,9,Tor,99,"Zwart, Patrick",7978848.pdf,107013
Heim,14:42,5,9,7m-Tor,7,"Schulz, Cedric",7978848.pdf,107013
Gast,14:42,,,2-Minuten,60,"Solaker, Noah",7978848.pdf,107013
Heim,16:40,,,2-Minuten,3,"Bahn, Kjell",7978848.pdf,107013
Gast,16:43,5,10,7m-Tor,5,"Holm, Moritz-Maximilian",7978848.pdf,107013
Gast,17:43,5,11,Tor,5,"Holm, Moritz-Maximilian",7978848.pdf,107013
Heim,19:29,,,2-Minuten,7,"Schulz, Cedric",7978848.pdf,107013
Heim,20:26,6,11,Tor,23,"Radke, Arne",7978848.pdf,107013
Gast,20:51,6,12,Tor,25,"Fuchs, Marcel",7978848.pdf,107013
Heim,21:35,7,12,Tor,23,"Radke, Arne",7978848.pdf,107013
Heim,23:54,8,12,Tor,23,"Radke, Arne",7978848.pdf,107013
Heim,26:38,9,12,Tor,3,"Bahn, Kjell",7978848.pdf,107013
Gast,27:16,9,13,Tor,25,"Fuchs, Marcel",7978848.pdf,107013
Gast,27:52,,,Auszeit,,,7978848.pdf,107013
Gast,29:34,9,14,Tor,44,"Böhme, Jan",7978848.pdf,107013
Heim,29:49,10,14,7m-Tor,7,"Schulz, Cedric",7978848.pdf,107013
Heim,31:17,,,2-Minuten,8,"Noll, Sven",7978848.pdf,107013
Gast,31:24,10,15,7m-Tor,5,"Holm, Moritz-Maximilian",7978848.pdf,107013
Heim,33:33,11,15,7m-Tor,7,"Schulz, Cedric",7978848.pdf,107013
Heim,34:22,12,15,Tor,8,"Noll, Sven",7978848.pdf,107013
Heim,34:55,13,15,Tor,82,"Dieckmann, Lars",7978848.pdf,107013
Gast,35:30,13,16,Tor,99,"Zwart, Patrick",7978848.pdf,107013
Heim,35:48,14,16,Tor,4,"Kulisch, Björn Ole",7978848.pdf,107013
Gast,36:42,14,17,Tor,18,"Fasterling, Henri",7978848.pdf,107013
Gast,37:23,14,18,Tor,60,"Solaker, Noah",7978848.pdf,107013
Heim,37:33,15,18,Tor,82,"Dieckmann, Lars",7978848.pdf,107013
Heim,40:53,16,18,Tor,82,"Dieckmann, Lars",7978848.pdf,107013
Gast,41:24,16,19,Tor,44,"Böhme, Jan",7978848.pdf,107013
Gast,42:25,16,20,Tor,99,"Zwart, Patrick",7978848.pdf,107013
Gast,43:27,16,21,Tor,99,"Zwart, Patrick",7978848.pdf,107013
Heim,43:47,,,Auszeit,,,7978848.pdf,107013
Gast,44:30,16,22,Tor,18,"Fasterling, Henri",7978848.pdf,107013
Gast,45:23,16,23,Tor,13,"Wartjes, Sebastian",7978848.pdf,107013
Heim,45:36,,,Auszeit,,,7978848.pdf,107013
Heim,47:09,17,23,Tor,7,"Schulz, Cedric",7978848.pdf,107013
Heim,48:18,18,23,Tor,33,"Tepp, Adrian",7978848.pdf,107013
Heim,50:31,19,23,Tor,7,"Schulz, Cedric",7978848.pdf,107013
Gast,50:44,,,Auszeit,,,7978848.pdf,107013
Heim,51:11,,,2-Minuten,7,"Schulz, Cedric",7978848.pdf,107013
Heim,52:10,20,23,Tor,25,"Pick, Julian",7978848.pdf,107013
Heim,53:18,21,23,Tor,3,"Bahn, Kjell",7978848.pdf,107013
Gast,53:52,21,24,Tor,5,"Holm, Moritz-Maximilian",7978848.pdf,107013
Heim,53:58,22,24,Tor,82,"Dieckmann, Lars",7978848.pdf,107013
Gast,54:41,22,24,7m-Fehlwurf,5,"Holm, Moritz-Maximilian",7978848.pdf,107013
Heim,55:03,23,24,Tor,3,"Bahn, Kjell",7978848.pdf,107013
Gast,56:12,23,25,Tor,60,"Solaker, Noah",7978848.pdf,107013
Heim,56:37,24,25,Tor,23,"Radke, Arne",7978848.pdf,107013
Gast,57:57,24,26,Tor,18,"Fasterling, Henri",7978848.pdf,107013
Heim,58:01,25,26,Tor,8,"Noll, Sven",7978848.pdf,107013
Heim,59:11,26,26,Tor,23,"Radke, Arne",7978848.pdf,107013
Gast,59:34,,,Auszeit,,,7978848.pdf,107013
Gast,01:54,0,1,Tor,64,"Rauls, Niklas",7978851.pdf,107022
Heim,02:04,1,1,Tor,54,"Pelloux-Fontaine,",7978851.pdf,107022
Gast,02:39,1,2,Tor,93,"Wietfeld, Jonas",7978851.pdf,107022
Heim,03:14,2,2,Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Gast,04:12,2,2,7m-Fehlwurf,55,"Rauls, Lennart",7978851.pdf,107022
Heim,05:14,3,2,7m-Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Heim,06:15,4,2,Tor,25,"Haisel, Gunnar",7978851.pdf,107022
Heim,07:26,5,2,Tor,25,"Haisel, Gunnar",7978851.pdf,107022
Gast,08:16,5,3,7m-Tor,93,"Wietfeld, Jonas",7978851.pdf,107022
Heim,08:57,6,3,Tor,25,"Haisel, Gunnar",7978851.pdf,107022
Gast,09:44,6,4,Tor,2,"Funk, Adrian",7978851.pdf,107022
Gast,10:37,6,5,Tor,55,"Rauls, Lennart",7978851.pdf,107022
Heim,11:10,7,5,Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Heim,11:50,8,5,Tor,54,"Pelloux-Fontaine,",7978851.pdf,107022
Gast,12:18,8,6,Tor,78,"Borsum, Phil",7978851.pdf,107022
Heim,12:33,9,6,Tor,19,"Rudloff, Kjell",7978851.pdf,107022
Gast,13:23,9,7,Tor,77,"Benefeldt, Niklas",7978851.pdf,107022
Gast,14:10,9,8,7m-Tor,93,"Wietfeld, Jonas",7978851.pdf,107022
Heim,14:40,10,8,Tor,19,"Rudloff, Kjell",7978851.pdf,107022
Gast,15:13,10,9,Tor,2,"Funk, Adrian",7978851.pdf,107022
Heim,15:38,11,9,Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Heim,16:28,12,9,Tor,13,"Westphal, Jonas",7978851.pdf,107022
Gast,16:32,,,Auszeit,,,7978851.pdf,107022
Heim,16:56,13,9,7m-Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Gast,16:56,,,2-Minuten,78,"Borsum, Phil",7978851.pdf,107022
Gast,17:27,13,10,Tor,14,"Krause, Hannes",7978851.pdf,107022
Heim,18:06,14,10,Tor,14,"Strauss, Lucas",7978851.pdf,107022
Gast,18:38,14,11,Tor,64,"Rauls, Niklas",7978851.pdf,107022
Heim,18:38,,,2-Minuten,14,"Strauss, Lucas",7978851.pdf,107022
Heim,19:43,,,Auszeit,,,7978851.pdf,107022
Gast,21:24,14,12,7m-Tor,93,"Wietfeld, Jonas",7978851.pdf,107022
Heim,21:58,15,12,Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Gast,23:05,15,13,Tor,23,"Bendrien, Paul Gaspard",7978851.pdf,107022
Heim,24:29,16,13,Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Gast,25:20,16,14,Tor,2,"Funk, Adrian",7978851.pdf,107022
Heim,25:30,17,14,Tor,25,"Haisel, Gunnar",7978851.pdf,107022
Heim,26:12,18,14,Tor,4,"Squillante, Luca",7978851.pdf,107022
Heim,27:04,19,14,Tor,25,"Haisel, Gunnar",7978851.pdf,107022
Gast,27:41,19,15,Tor,93,"Wietfeld, Jonas",7978851.pdf,107022
Heim,28:29,20,15,Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Heim,29:30,21,15,Tor,42,"Weiß, Leon",7978851.pdf,107022
Heim,29:58,22,15,Tor,10,"Schnackenberg, Jurek",7978851.pdf,107022
Gast,30:58,22,16,Tor,55,"Rauls, Lennart",7978851.pdf,107022
Gast,31:37,22,17,7m-Tor,93,"Wietfeld, Jonas",7978851.pdf,107022
Heim,32:43,23,17,7m-Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Heim,33:51,24,18,Tor,6,"Stein, Alexander",7978851.pdf,107022
Heim,34:18,25,18,Tor,14,"Strauss, Lucas",7978851.pdf,107022
Heim,35:10,26,18,Tor,3,"Wenk, Mathies",7978851.pdf,107022
Gast,35:21,26,19,Tor,2,"Funk, Adrian",7978851.pdf,107022
Heim,36:14,27,19,Tor,4,"Squillante, Luca",7978851.pdf,107022
Gast,37:48,27,20,Tor,55,"Rauls, Lennart",7978851.pdf,107022
Heim,38:24,28,20,Tor,42,"Weiß, Leon",7978851.pdf,107022
Gast,39:21,,,Auszeit,,,7978851.pdf,107022
Gast,39:44,,,2-Minuten,78,"Borsum, Phil",7978851.pdf,107022
Heim,40:10,29,20,7m-Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Gast,40:54,29,21,Tor,11,"Zawade, Ole",7978851.pdf,107022
Heim,41:26,30,21,Tor,19,"Rudloff, Kjell",7978851.pdf,107022
Gast,44:18,30,22,Tor,55,"Rauls, Lennart",7978851.pdf,107022
Heim,45:17,31,22,Tor,4,"Squillante, Luca",7978851.pdf,107022
Gast,45:18,,,2-Minuten,64,"Rauls, Niklas",7978851.pdf,107022
Gast,45:39,,,2-Minuten,80,"Planitz, Lasse",7978851.pdf,107022
Heim,45:40,32,22,7m-Tor,42,"Weiß, Leon",7978851.pdf,107022
Gast,47:41,32,23,Tor,55,"Rauls, Lennart",7978851.pdf,107022
Heim,48:08,33,23,Tor,42,"Weiß, Leon",7978851.pdf,107022
Gast,49:52,33,24,7m-Tor,78,"Borsum, Phil",7978851.pdf,107022
Heim,50:50,34,24,Tor,3,"Wenk, Mathies",7978851.pdf,107022
Gast,51:20,34,25,Tor,77,"Benefeldt, Niklas",7978851.pdf,107022
Heim,52:15,35,25,7m-Tor,7,"Weiß, Luca-Elias",7978851.pdf,107022
Gast,52:52,35,26,Tor,77,"Benefeldt, Niklas",7978851.pdf,107022
Heim,54:38,36,26,Tor,25,"Haisel, Gunnar",7978851.pdf,107022
Heim,55:30,37,26,Tor,20,"Hillnhagen, Simon",7978851.pdf,107022
Gast,57:47,37,26,7m-Fehlwurf,32,"Schwarznecker, Till",7978851.pdf,107022
Heim,58:07,38,26,Tor,13,"Westphal, Jonas",7978851.pdf,107022
Heim,58:34,39,26,Tor,4,"Squillante, Luca",7978851.pdf,107022
Gast,59:13,39,27,7m-Tor,78,"Borsum, Phil",7978851.pdf,107022
Heim,59:55,40,27,Tor,54,"Pelloux-Fontaine,",7978851.pdf,107022
Heim,01:34,1,0,Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,02:29,1,1,Tor,13,"Drewes, Steffen",7978869.pdf,107016
Gast,03:23,1,2,Tor,3,"Krüger, Nicklas",7978869.pdf,107016
Heim,03:32,2,2,Tor,14,"Lange, Erik",7978869.pdf,107016
Gast,03:43,2,3,Tor,19,"Funke, Justus",7978869.pdf,107016
Heim,04:58,3,3,Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,05:42,3,4,Tor,13,"Drewes, Steffen",7978869.pdf,107016
Heim,06:20,4,4,Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,06:57,4,5,Tor,3,"Krüger, Nicklas",7978869.pdf,107016
Heim,08:23,5,5,7m-Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Heim,09:29,6,5,Tor,18,"Schmidt, Marcel",7978869.pdf,107016
Gast,09:39,6,6,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,12:13,7,6,7m-Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,12:49,7,7,Tor,9,"Stuhlmann, Felix",7978869.pdf,107016
Gast,15:30,7,8,Tor,3,"Krüger, Nicklas",7978869.pdf,107016
Gast,17:22,7,9,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,17:28,,,Auszeit,,,7978869.pdf,107016
Gast,18:14,7,10,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,18:22,8,10,Tor,14,"Lange, Erik",7978869.pdf,107016
Gast,18:36,8,11,Tor,3,"Krüger, Nicklas",7978869.pdf,107016
Gast,18:49,,,2-Minuten,9,"Stuhlmann, Felix",7978869.pdf,107016
Heim,18:54,8,11,7m-Fehlwurf,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,19:37,8,12,Tor,3,"Krüger, Nicklas",7978869.pdf,107016
Gast,20:38,8,13,Tor,3,"Krüger, Nicklas",7978869.pdf,107016
Gast,22:10,8,14,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,22:45,8,14,7m-Fehlwurf,14,"Lange, Erik",7978869.pdf,107016
Heim,24:07,9,14,Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,24:37,9,15,Tor,21,"Kwiotek, Kevin",7978869.pdf,107016
Gast,25:56,9,15,7m-Fehlwurf,8,"Hohls, Friedrich",7978869.pdf,107016
Gast,26:15,9,16,Tor,17,"Lauer, Fynn",7978869.pdf,107016
Heim,26:54,10,16,Tor,18,"Schmidt, Marcel",7978869.pdf,107016
Gast,28:20,10,17,Tor,17,"Lauer, Fynn",7978869.pdf,107016
Gast,29:18,,,Auszeit,,,7978869.pdf,107016
Gast,29:54,10,18,Tor,8,"Hohls, Friedrich",7978869.pdf,107016
Heim,31:11,11,18,Tor,14,"Lange, Erik",7978869.pdf,107016
Heim,33:10,12,18,Tor,14,"Lange, Erik",7978869.pdf,107016
Gast,33:41,12,19,7m-Tor,7,"Specht, Johannes",7978869.pdf,107016
Gast,34:20,12,20,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,35:35,13,20,Tor,30,"Lamken, Felix",7978869.pdf,107016
Heim,36:53,14,20,Tor,9,"Lange, Jonas",7978869.pdf,107016
Gast,38:06,14,21,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,38:17,15,21,Tor,9,"Lange, Jonas",7978869.pdf,107016
Gast,38:43,15,22,Tor,7,"Specht, Johannes",7978869.pdf,107016
Gast,39:26,15,23,Tor,17,"Lauer, Fynn",7978869.pdf,107016
Gast,39:33,,,2-Minuten,21,"Kwiotek, Kevin",7978869.pdf,107016
Heim,39:38,16,23,7m-Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,41:21,16,24,Tor,3,"Krüger, Nicklas",7978869.pdf,107016
Gast,41:40,,,2-Minuten,17,"Lauer, Fynn",7978869.pdf,107016
Heim,41:41,17,24,Tor,30,"Lamken, Felix",7978869.pdf,107016
Gast,42:38,,,2-Minuten,3,"Krüger, Nicklas",7978869.pdf,107016
Heim,43:28,,,2-Minuten,9,"Lange, Jonas",7978869.pdf,107016
Heim,44:18,18,24,Tor,14,"Lange, Erik",7978869.pdf,107016
Gast,44:50,18,25,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,45:12,19,25,Tor,30,"Lamken, Felix",7978869.pdf,107016
Heim,46:38,20,25,Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Heim,47:50,21,25,Tor,14,"Lange, Erik",7978869.pdf,107016
Gast,48:54,21,26,Tor,21,"Kwiotek, Kevin",7978869.pdf,107016
Gast,50:03,21,27,Tor,21,"Kwiotek, Kevin",7978869.pdf,107016
Gast,50:47,21,28,Tor,21,"Kwiotek, Kevin",7978869.pdf,107016
Gast,52:03,21,29,Tor,13,"Drewes, Steffen",7978869.pdf,107016
Gast,54:18,21,30,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,54:55,22,30,Tor,20,"Rosse, Matti",7978869.pdf,107016
Gast,55:28,22,31,Tor,22,"Wenda, Sven",7978869.pdf,107016
Heim,56:36,23,31,Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,57:04,23,32,Tor,7,"Specht, Johannes",7978869.pdf,107016
Heim,58:22,24,32,Tor,2,"Luettmann, Kilian",7978869.pdf,107016
Gast,58:54,24,33,Tor,3,"Krüger, Nicklas",7978869.pdf,107016
Heim,60:00,24,33,7m-Fehlwurf,18,"Schmidt, Marcel",7978869.pdf,107016
Heim,00:46,1,0,Tor,47,"Waschke, Marcel",7978884.pdf,107018
Heim,01:20,2,0,Tor,18,"Büüs, Gerrit",7978884.pdf,107018
Gast,01:33,2,1,Tor,48,"Kruse, Jan-Luca",7978884.pdf,107018
Gast,02:49,2,2,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Gast,04:08,2,3,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
Heim,05:12,3,3,Tor,18,"Büüs, Gerrit",7978884.pdf,107018
Gast,05:29,3,4,Tor,48,"Kruse, Jan-Luca",7978884.pdf,107018
Heim,07:00,4,4,7m-Tor,47,"Waschke, Marcel",7978884.pdf,107018
Gast,08:15,4,5,Tor,10,"Schnackenberg, Jurek",7978884.pdf,107018
Heim,08:23,5,5,Tor,91,"Reuter, Sören",7978884.pdf,107018
Gast,09:20,5,6,Tor,17,"Dombrowski, Paul",7978884.pdf,107018
Heim,09:50,6,6,7m-Tor,47,"Waschke, Marcel",7978884.pdf,107018
Gast,10:24,6,7,Tor,48,"Kruse, Jan-Luca",7978884.pdf,107018
Heim,10:34,7,7,Tor,5,"Hansen, Lars",7978884.pdf,107018
Gast,10:35,,,2-Minuten,10,"Schnackenberg, Jurek",7978884.pdf,107018
Gast,11:22,7,8,Tor,7,"Weiß, Luca-Elias",7978884.pdf,107018
